day,all_feats_rolling_avg,all_feats,buildings_rolling_avg,buildings,highways_rolling_avg,highways,amenities_rolling_avg,amenities,users_rolling_avg,users,chapters_rolling_avg,chapters
2015-11-23,1318.625,1396,988.875,1161,160.5,55,26.625,16,11.25,9,8.0,5
2015-11-24,1246.125,1290,953.0,1049,142.625,139,24.125,6,11.375,10,8.0,6
2015-11-25,1176.0,890,909.125,699,128.5,92,16.5,7,10.375,6,7.125,5
2015-11-26,1147.875,566,852.875,127,120.125,14,20.125,40,9.375,5,6.5,5
2015-11-27,955.125,154,719.625,116,97.625,31,15.25,2,8.125,4,5.875,4
2015-11-28,771.25,391,557.125,187,85.75,109,15.375,26,6.75,5,5.25,4
2015-11-29,659.125,47,473.5,30,67.5,14,12.875,2,6.0,3,4.75,3
2015-11-30,848.625,2055,637.375,1730,71.125,115,12.5,1,5.75,4,4.25,2
2015-12-01,804.75,1045,614.875,981,71.625,59,10.625,1,5.25,5,4.125,4
2015-12-02,822.375,1431,651.5,1342,65.125,87,10.0,1,4.25,2,3.5,1
2015-12-03,728.25,137,566.5,19,66.75,105,10.125,8,4.0,4,3.25,3
2015-12-04,675.0,140,556.25,45,73.0,64,5.125,0,3.625,2,2.875,2
2015-12-05,666.25,84,548.625,55,72.125,24,5.375,4,3.5,3,2.75,3
2015-12-06,652.375,280,537.875,101,64.375,47,4.0,15,3.25,3,2.625,3
2015-12-07,672.625,209,556.5,179,63.75,9,3.75,0,3.625,6,2.75,4
2015-12-08,431.375,125,353.0,102,50.5,9,3.875,2,3.625,4,2.875,3
2015-12-09,707.125,3251,231.25,7,45.25,17,3.875,1,3.75,6,3.0,5
2015-12-10,549.0,166,75.25,94,36.5,17,4.875,9,4.0,4,3.375,4
2015-12-11,573.75,335,111.25,307,26.375,24,3.875,0,4.25,6,3.625,5
2015-12-12,598.75,340,130.5,199,27.5,73,9.125,42,4.5,4,3.875,4
2015-12-13,620.75,260,139.875,130,33.0,68,9.375,6,4.625,4,3.875,3
2015-12-14,682.75,776,215.625,707,35.0,63,7.875,3,5.125,7,4.0,4
2015-12-15,715.75,473,246.25,424,38.5,37,8.0,1,5.125,6,4.125,5
2015-12-16,926.5,1811,419.375,1487,52.125,118,8.25,4,5.375,6,4.25,4
2015-12-17,615.0,759,511.5,744,51.75,14,8.125,0,4.875,2,3.75,1
2015-12-18,647.375,425,534.625,279,54.125,36,7.0,0,4.875,4,3.75,4
2015-12-19,707.75,818,538.375,337,62.25,89,7.125,1,4.625,4,3.625,4
2015-12-20,694.25,232,540.375,215,55.0,15,1.875,0,4.375,2,3.375,2
2015-12-21,669.0,58,531.0,55,46.75,2,1.125,0,4.25,3,3.375,3
2015-12-22,581.625,77,443.875,10,47.0,65,0.75,0,3.875,4,3.375,4
2015-12-23,588.5,528,453.25,499,45.25,23,0.625,0,3.625,4,3.25,4
2015-12-24,366.875,38,269.125,14,33.5,24,0.25,1,3.125,2,3.0,2
2015-12-25,274.75,22,176.125,0,34.25,20,0.375,1,3.125,2,3.125,2
2015-12-26,232.5,87,145.375,33,34.875,41,1.375,8,3.125,4,3.125,4
2015-12-27,139.25,72,104.0,6,29.625,47,2.25,8,3.375,6,3.0,3
2015-12-28,119.375,73,77.75,5,34.75,56,3.375,9,3.375,2,3.0,2
2015-12-29,117.5,43,71.0,1,39.0,36,3.875,4,3.25,2,2.875,2
2015-12-30,116.5,69,70.125,3,38.875,64,4.0,1,3.375,5,3.0,5
2015-12-31,151.125,805,102.375,757,41.0,40,4.625,5,3.25,3,2.75,2
2016-01-01,174.625,226,108.75,65,57.125,153,4.625,1,3.375,3,2.875,3
2016-01-02,195.75,191,116.875,65,66.625,96,7.0,20,3.5,3,3.0,3
2016-01-03,188.625,30,112.75,0,65.0,28,6.0,0,3.25,2,2.75,2
2016-01-04,231.375,414,150.25,306,71.875,102,5.0,0,3.25,6,3.0,5
2016-01-05,224.875,21,149.75,1,66.5,13,4.25,3,3.625,5,3.375,5
2016-01-06,557.75,2706,467.625,2544,71.25,74,4.625,7,4.5,9,4.125,8
2016-01-07,624.375,602,535.0,542,68.0,38,4.5,0,5.5,13,4.375,7
2016-01-08,537.25,108,443.0,21,65.625,21,4.0,1,5.5,3,4.5,3
2016-01-09,521.125,97,436.375,12,53.625,57,6.5,21,5.5,3,4.5,3
2016-01-10,565.75,548,482.125,431,52.5,87,5.625,13,6.0,7,5.0,7
2016-01-11,594.5,260,495.875,110,54.625,45,6.5,7,7.5,14,5.5,6
2016-01-12,727.625,1479,635.375,1422,45.375,28,8.625,17,7.875,9,5.75,7
2016-01-13,861.75,1094,742.5,858,52.0,66,23.125,119,8.375,9,5.75,5
2016-01-14,642.625,953,513.375,711,48.375,45,44.5,178,9.375,17,5.625,7
2016-01-15,746.5,1433,561.625,928,69.0,203,71.25,214,10.375,21,5.875,9
2016-01-16,798.0,520,580.0,168,106.875,324,71.5,3,11.25,10,6.0,4
2016-01-17,800.125,114,579.875,11,112.375,101,69.0,1,11.25,3,6.0,3
2016-01-18,809.125,620,569.25,346,104.25,22,96.625,234,11.5,9,5.5,3
2016-01-19,1016.125,1916,763.0,1660,99.375,6,127.125,251,11.125,11,5.25,4
2016-01-20,1179.75,2788,816.5,1850,165.625,558,147.5,180,12.25,18,5.375,8
2016-01-21,1220.0,1416,852.75,1148,162.125,38,160.25,221,13.125,16,5.5,6
2016-01-22,1403.125,2418,1008.375,1956,201.5,360,143.375,43,13.0,16,5.625,8
2016-01-23,1316.75,742,975.625,666,181.0,39,118.75,17,11.125,6,5.125,5
2016-01-24,1274.25,180,972.625,144,141.75,10,119.875,12,10.375,4,5.125,4
2016-01-25,1305.25,362,984.375,105,130.125,8,148.25,228,11.375,11,5.375,5
2016-01-26,1565.625,2703,1195.75,2037,162.125,278,166.5,380,12.25,16,5.75,6
2016-01-27,1608.25,2257,1248.125,2079,169.875,68,136.375,10,11.625,6,5.75,4
2016-01-28,1277.75,144,1025.875,72,105.375,42,115.5,13,10.375,8,5.375,5
2016-01-29,1215.5,918,952.625,562,116.0,123,97.875,80,9.875,12,5.25,5
2016-01-30,916.125,23,708.625,4,72.75,14,92.75,2,8.375,4,4.5,2
2016-01-31,827.75,35,625.625,2,70.5,21,91.25,5,8.0,3,4.125,2
2016-02-01,824.5,154,612.0,35,72.375,25,95.125,43,8.375,7,4.375,6
2016-02-02,897.5,946,712.25,907,72.375,8,67.625,8,7.875,7,4.5,6
2016-02-03,694.25,1077,522.5,519,83.375,366,33.75,109,7.375,12,4.625,7
2016-02-04,586.0,1391,392.375,1038,97.5,181,38.375,47,8.625,16,5.0,7
2016-02-05,652.25,674,415.75,259,97.125,39,77.625,327,9.25,13,5.0,5
2016-02-06,595.75,466,390.375,359,83.125,11,80.375,102,9.125,11,5.375,8
2016-02-07,597.75,39,391.375,12,82.625,10,81.0,7,9.25,5,5.625,4
2016-02-08,1037.375,3552,691.75,2405,170.375,723,128.625,386,11.125,18,6.125,6
2016-02-09,1799.875,6254,1408.0,5765,176.0,70,171.125,383,13.0,22,6.625,10
2016-02-10,2564.625,7064,2122.75,6625,178.25,26,220.375,402,13.75,13,6.5,5
2016-02-11,2812.375,3059,2436.75,3031,134.375,15,206.75,0,12.875,5,6.125,4
2016-02-12,2948.375,2479,2604.125,2377,124.625,103,201.0,1,12.0,9,6.0,6
2016-02-13,2865.0,7,2571.75,0,120.625,7,160.125,0,10.5,1,5.5,1
2016-02-14,2813.5,54,2526.875,0,124.75,44,147.375,0,9.5,3,4.875,3
2016-02-15,3321.875,4106,3018.0,3941,138.0,116,147.125,5,10.125,10,5.0,5
2016-02-16,3293.375,3324,3105.5,3105,60.0,99,105.25,51,9.75,15,5.0,6
2016-02-17,3187.625,5408,3036.0,5209,69.875,149,63.875,52,7.625,5,4.25,4
2016-02-18,2783.5,3831,2672.75,3719,69.875,26,27.125,108,6.875,7,4.375,6
2016-02-19,2668.5,2139,2557.5,2109,70.625,21,27.375,2,7.25,8,4.625,6
2016-02-20,2393.875,282,2282.0,173,66.0,66,27.375,1,6.5,3,4.125,2
2016-02-21,2426.5,268,2288.5,52,85.875,166,33.5,49,6.75,3,4.375,3
2016-02-22,3050.5,5046,2843.625,4441,128.125,382,46.875,107,8.25,15,5.0,8
2016-02-23,2786.5,1994,2571.875,1767,127.0,107,57.625,91,8.875,15,5.25,7
2016-02-24,2580.0,1672,2349.75,1328,125.75,89,75.875,197,8.75,14,5.375,7
2016-02-25,2191.0,2296,1916.5,1743,161.25,433,79.375,80,9.75,13,6.125,10
2016-02-26,1854.875,1142,1559.875,866,179.625,173,70.5,37,10.375,12,6.25,7
2016-02-27,2003.25,3326,1684.875,3109,199.125,177,71.125,7,10.25,7,6.25,6
2016-02-28,2100.5,1060,1773.625,883,210.875,160,71.625,5,11.125,10,6.625,5
2016-02-29,2545.625,3829,2222.625,3644,208.0,143,66.75,10,12.0,10,7.125,7
2016-03-01,2471.875,4456,2199.5,4256,176.875,133,55.875,20,11.375,10,6.875,6
2016-03-02,2326.125,828,2062.125,668,180.875,139,44.625,1,11.0,12,7.0,8
2016-03-03,2492.375,3002,2252.25,2849,181.5,94,24.375,35,12.0,22,7.25,9
2016-03-04,2625.625,3362,2375.5,2729,144.25,135,71.25,455,13.25,23,7.5,12
2016-03-05,2838.0,2841,2548.25,2248,139.0,131,120.875,434,14.375,21,8.0,11
2016-03-06,2529.25,856,2239.625,640,131.25,115,120.125,1,14.5,8,7.875,5
2016-03-07,2641.875,1961,2346.125,1735,131.125,159,120.5,8,15.25,16,8.375,9
2016-03-08,2417.125,2031,2057.125,1332,134.0,166,175.375,449,16.625,21,8.75,10
2016-03-09,2272.125,3296,1894.0,2951,144.125,214,184.125,90,17.875,20,9.125,9
2016-03-10,2451.5,2263,2049.375,1911,150.5,190,188.75,38,19.75,27,9.375,10
2016-03-11,2178.125,815,1785.875,741,146.375,61,184.625,2,17.625,5,8.75,4
2016-03-12,1813.5,445,1492.375,381,135.125,45,128.5,6,15.75,8,8.125,7
2016-03-13,1474.75,131,1220.0,69,120.0,10,74.5,2,14.0,7,7.25,4
2016-03-14,1588.125,1763,1346.0,1648,111.75,49,75.25,7,14.75,14,7.375,6
2016-03-15,1562.625,1757,1279.25,1201,129.25,299,77.125,23,14.25,12,7.25,8
2016-03-16,1656.875,2785,1412.625,2399,131.5,184,23.375,19,13.5,15,7.25,10
2016-03-17,1417.875,1384,1197.125,1227,114.875,81,13.25,9,12.75,14,7.125,8
2016-03-18,1236.125,809,1058.375,801,91.875,6,9.125,5,10.375,8,6.75,7
2016-03-19,1228.875,757,1050.5,678,91.25,56,9.125,2,10.25,4,6.75,4
2016-03-20,1190.875,141,1013.875,88,92.125,52,8.5,1,9.5,2,6.125,2
2016-03-21,1554.625,3041,1368.125,2903,97.0,49,8.875,5,10.375,14,6.5,7
2016-03-22,1610.625,2211,1413.75,2013,94.75,31,11.125,25,10.0,11,6.625,7
2016-03-23,1729.125,2705,1574.5,2487,77.625,162,11.875,29,10.5,16,6.5,7
2016-03-24,1665.75,2278,1533.375,2070,74.125,156,10.125,5,10.375,14,6.125,7
2016-03-25,1731.375,1909,1552.625,1381,100.0,288,12.0,24,12.625,32,6.375,10
2016-03-26,1729.0,790,1485.375,263,158.0,470,12.5,9,12.625,8,6.0,4
2016-03-27,1700.5,529,1403.625,24,207.875,455,14.625,19,12.875,6,6.125,5
2016-03-28,1927.0,1953,1578.625,1488,251.125,398,18.25,30,15.0,19,7.0,9
2016-03-29,2013.375,3732,1658.75,3544,265.0,160,17.75,1,14.25,8,6.5,3
2016-03-30,2289.125,4417,1881.875,3798,325.5,515,17.5,23,14.5,13,6.25,5
2016-03-31,2069.375,947,1675.125,833,310.375,41,13.875,0,13.875,11,6.25,7
2016-04-01,2745.5,7687,2226.375,6480,386.125,762,22.25,72,17.5,43,7.125,14
2016-04-02,2597.5,725,2076.125,179,414.0,511,19.625,3,14.25,6,6.5,5
2016-04-03,2615.5,934,2113.25,560,388.5,266,19.25,6,14.125,7,6.75,6
2016-04-04,2947.375,3184,2487.875,3021,348.0,131,18.125,10,14.5,9,6.875,6
2016-04-05,3009.0,2446,2558.75,2055,323.375,201,33.375,152,14.25,17,6.875,9
2016-04-06,2738.0,1564,2259.125,1147,327.875,196,57.625,195,15.125,15,7.375,7
2016-04-07,2587.875,3216,2123.625,2714,285.5,176,75.5,166,15.0,12,7.75,8
2016-04-08,2770.0,2404,2228.375,1671,341.5,489,89.875,115,16.0,19,8.125,10
2016-04-09,2023.375,1714,1593.0,1397,248.375,17,107.375,212,11.875,10,7.25,7
2016-04-10,2033.125,803,1648.5,623,196.125,93,109.25,18,12.125,8,7.25,5
2016-04-11,2220.75,2435,1803.75,1802,180.625,142,132.875,195,13.5,18,7.875,11
2016-04-12,2077.875,2041,1619.25,1545,194.0,238,149.125,140,14.75,19,8.625,12
2016-04-13,2272.0,3999,1781.375,3352,214.75,367,155.75,205,14.625,16,8.125,5
2016-04-14,2634.5,4464,2086.5,3588,229.0,310,189.625,466,14.625,15,8.5,10
2016-04-15,2702.625,3761,2164.125,3335,246.625,317,175.625,54,15.5,19,8.75,10
2016-04-16,2452.5,403,1989.625,275,196.75,90,162.375,9,14.125,8,8.125,5
2016-04-17,2314.0,606,1886.0,568,198.75,33,136.125,2,13.75,7,8.125,7
2016-04-18,2850.5,5095,2388.375,4642,233.75,373,134.0,1,14.875,17,8.875,11
2016-04-19,3094.5,4387,2634.875,3774,258.25,338,111.5,15,16.0,27,9.375,15
2016-04-20,3289.875,3604,2862.5,3366,253.375,199,94.625,5,16.125,20,9.125,10
2016-04-21,3270.75,3846,2889.875,3571,231.125,189,69.25,2,16.375,18,10.0,12
2016-04-22,3013.375,2405,2707.875,2132,208.5,129,12.75,14,16.5,16,10.0,10
2016-04-23,2652.5,874,2373.75,662,182.0,105,6.375,3,15.375,10,9.625,7
2016-04-24,2730.25,1025,2439.125,798,183.75,104,5.5,2,15.5,9,9.75,6
2016-04-25,2978.875,2595,2647.0,2231,217.125,300,5.25,0,16.75,17,10.0,9
2016-04-26,2847.25,4042,2550.75,3872,184.625,113,6.125,8,16.5,15,9.5,7
2016-04-27,2630.75,2655,2358.25,2234,175.25,263,8.0,30,15.625,20,9.125,12
2016-04-28,2569.0,3110,2262.625,2601,185.125,278,17.875,84,15.625,20,8.875,8
2016-04-29,2410.0,2574,2017.75,1612,237.375,607,17.625,0,16.0,21,8.375,8
2016-04-30,2197.375,704,1809.875,469,231.0,78,16.5,5,15.375,11,7.75,5
2016-05-01,2329.75,1933,1908.75,1453,246.375,228,18.25,17,16.125,16,7.75,7
2016-05-02,2651.125,3596,2183.625,2997,272.375,312,22.625,37,18.0,24,8.375,11
2016-05-03,2650.625,2591,2161.5,2054,278.625,350,23.125,4,17.625,14,7.75,4
2016-05-04,2459.625,2514,1938.125,2085,306.25,334,23.75,13,17.375,13,7.75,7
2016-05-05,2388.5,2086,1869.25,1683,308.375,280,21.0,8,16.25,11,7.125,7
2016-05-06,2520.75,4168,1992.125,3584,324.375,406,10.75,2,15.625,15,7.5,11
2016-05-07,2712.625,4109,2262.25,3773,274.5,208,14.25,28,14.875,15,7.75,10
2016-05-08,2671.25,373,2229.125,204,277.125,99,15.875,18,14.625,9,7.875,6
2016-05-09,2753.0,2587,2313.5,2128,287.75,313,16.0,18,14.375,14,8.125,9
2016-05-10,2827.0,4188,2404.375,3724,281.625,263,19.875,68,13.875,20,7.75,8
2016-05-11,2896.75,3149,2503.875,2850,256.75,151,24.375,40,14.25,17,8.375,9
2016-05-12,3176.125,4749,2788.375,4361,241.5,212,28.875,49,14.625,16,8.625,9
2016-05-13,3417.75,4019,3042.5,3716,236.375,239,30.125,18,14.875,13,9.0,10
2016-05-14,3058.625,1295,2723.25,1030,206.75,169,32.375,20,14.125,9,8.5,7
2016-05-15,2580.25,282,2259.75,65,201.0,162,29.375,4,13.0,6,7.75,4
2016-05-16,2788.625,2040,2460.25,1808,201.875,106,28.125,8,13.625,14,8.0,8
2016-05-17,2751.375,2289,2426.125,1855,203.125,323,27.125,10,13.125,10,7.875,8
2016-05-18,2589.0,2889,2279.375,2550,196.5,210,22.0,27,11.875,10,7.75,7
2016-05-19,2660.25,3719,2326.5,3227,231.125,428,18.0,8,11.375,13,7.75,9
2016-05-20,2588.875,4178,2268.625,3898,227.625,184,17.5,45,11.125,14,7.75,9
2016-05-21,2142.5,448,1843.125,312,204.625,55,19.5,34,10.125,5,7.0,4
2016-05-22,2129.0,1187,1846.875,1060,193.625,81,17.625,5,9.875,7,6.875,6
2016-05-23,2460.375,2933,2171.125,2659,196.5,185,21.625,36,10.625,12,7.25,7
2016-05-24,2553.375,2784,2280.5,2683,190.625,59,22.625,16,10.625,14,7.375,9
2016-05-25,2998.75,5852,2716.5,5343,207.5,458,24.125,22,11.375,16,7.625,10
2016-05-26,3465.5,6623,3170.375,6181,227.5,370,24.0,26,11.875,14,8.0,10
2016-05-27,3326.375,2606,3069.125,2417,190.0,128,24.375,11,11.5,10,7.875,8
2016-05-28,2901.5,779,2662.0,641,177.75,86,21.375,21,10.25,4,7.25,4
2016-05-29,2981.25,1086,2708.125,681,216.25,363,17.625,4,10.375,6,7.375,5
2016-05-30,3110.625,2222,2835.375,2078,220.5,115,19.125,17,10.875,11,7.5,7
2016-05-31,3107.375,2907,2799.375,2371,246.625,394,17.125,20,11.125,14,7.5,7
2016-06-01,3315.25,4447,2980.125,4129,260.25,168,16.5,11,11.125,14,7.625,10
2016-06-02,2747.125,1307,2450.875,1109,218.5,124,13.875,1,10.25,9,7.25,7
2016-06-03,2416.75,3980,2119.75,3532,216.25,352,11.0,3,10.125,13,6.875,7
2016-06-04,2148.75,462,1855.0,299,218.125,143,10.375,6,9.625,6,6.625,6
2016-06-05,2127.25,607,1832.125,458,220.25,103,7.75,0,10.0,7,6.875,6
2016-06-06,2269.5,2224,1978.625,1853,203.0,225,7.5,2,10.5,10,6.875,5
2016-06-07,2642.125,5203,2323.125,4834,218.25,237,7.625,18,11.5,19,7.5,12
2016-06-08,2395.375,933,2122.625,767,185.375,131,7.125,16,11.5,14,7.625,8
2016-06-09,2015.5,1408,1740.375,1071,203.375,312,5.875,1,11.0,10,7.125,6
2016-06-10,2144.875,2342,1856.5,2038,214.25,211,6.875,9,11.125,10,7.125,7
2016-06-11,1718.375,568,1469.25,434,185.375,121,6.75,2,9.875,3,6.5,2
2016-06-12,1879.625,1752,1627.375,1564,184.875,139,7.0,8,10.25,9,6.375,5
2016-06-13,2410.25,4852,2154.0,4671,191.75,158,7.625,5,10.875,12,6.75,9
2016-06-14,2295.5,1306,2065.25,1143,178.375,118,9.75,19,11.25,13,7.0,7
2016-06-15,1760.125,920,1541.125,641,170.5,174,11.125,29,9.875,8,6.25,6
2016-06-16,1890.5,1976,1659.875,1717,171.0,135,14.0,39,9.625,12,6.25,8
2016-06-17,2422.625,5665,2169.5,5148,164.0,256,14.75,7,10.25,15,6.875,11
2016-06-18,2240.625,886,1984.5,558,173.75,289,15.375,14,9.875,7,6.625,5
2016-06-19,2277.5,863,2015.125,679,172.125,108,16.5,11,10.875,11,7.375,8
2016-06-20,2209.25,1206,1939.625,960,175.75,168,18.125,21,11.25,12,7.875,9
2016-06-21,1738.125,1083,1470.5,918,174.875,151,18.25,6,11.0,10,7.5,6
2016-06-22,1637.625,502,1378.125,404,166.5,51,18.875,24,10.5,9,7.0,3
2016-06-23,2118.625,4768,1864.875,4535,169.375,197,16.375,9,10.75,10,7.125,7
2016-06-24,1995.625,992,1752.875,821,170.25,142,12.875,11,10.625,11,7.0,7
2016-06-25,1355.5,544,1137.0,221,168.125,239,14.125,17,9.625,7,6.125,4
2016-06-26,1378.375,1069,1170.625,827,154.75,182,12.875,4,9.5,6,6.0,4
2016-06-27,1466.0,1564,1252.875,1337,161.0,158,18.25,54,9.5,11,5.875,7
2016-06-28,1368.125,423,1170.625,302,150.375,83,17.375,14,9.5,12,6.0,10
2016-06-29,1271.0,306,1075.0,153,139.875,67,21.625,40,9.125,7,5.875,5
2016-06-30,1316.125,863,1127.875,827,136.0,20,20.0,11,9.25,10,6.5,8
2016-07-01,782.625,500,608.375,379,123.0,93,20.0,9,8.75,6,6.25,5
2016-07-02,782.125,988,601.25,764,124.0,150,20.625,16,8.5,9,6.375,8
2016-07-03,759.5,363,598.875,202,108.0,111,20.75,18,8.25,5,6.375,4
2016-07-04,635.25,75,499.75,34,86.375,9,22.375,17,8.25,6,6.625,6
2016-07-05,511.625,575,392.625,480,73.875,58,18.125,20,8.0,9,6.5,6
2016-07-06,521.0,498,393.625,310,79.5,128,16.375,0,7.625,9,6.0,6
2016-07-07,818.125,2683,587.5,1704,163.5,739,16.875,44,9.875,25,7.0,13
2016-07-08,729.375,153,490.0,47,170.125,73,17.25,14,9.5,7,6.625,5
2016-07-09,699.5,261,461.625,152,166.75,66,18.875,22,9.625,7,6.75,6
2016-07-10,632.25,450,400.875,278,157.5,76,21.625,38,9.25,6,6.375,5
2016-07-11,635.0,385,415.125,316,144.5,7,20.375,8,9.5,7,6.625,6
2016-07-12,808.25,1461,572.125,1290,157.0,109,22.25,32,9.75,8,6.375,4
2016-07-13,784.75,387,526.375,114,179.625,239,22.75,24,10.25,13,6.75,9
2016-07-14,1246.875,4195,981.875,3954,181.0,139,26.125,27,10.25,9,7.0,8
2016-07-15,1292.0,3044,1124.875,2848,101.625,104,23.5,23,9.0,15,6.625,10
2016-07-16,1724.375,3612,1559.0,3520,101.0,68,22.625,7,9.125,8,6.875,7
2016-07-17,1897.0,1642,1739.25,1594,98.0,42,20.375,4,8.875,5,6.75,5
2016-07-18,2309.5,3750,2154.625,3601,101.125,101,18.0,19,9.25,9,7.25,9
2016-07-19,2294.0,261,2141.75,213,104.0,30,19.375,19,9.375,8,7.5,8
2016-07-20,2219.5,865,2062.5,656,108.0,141,21.125,46,10.5,17,8.375,11
2016-07-21,2282.375,890,2137.0,710,92.875,118,20.875,22,10.5,13,8.625,11
2016-07-22,1926.375,1347,1798.25,1244,83.0,60,23.125,45,10.625,10,8.5,7
2016-07-23,1572.125,210,1459.125,135,77.25,58,20.625,3,9.75,8,8.125,7
2016-07-24,1245.0,995,1126.625,860,81.125,99,21.75,16,9.875,9,8.25,8
2016-07-25,1102.5,502,965.75,307,88.375,100,24.625,27,10.5,10,8.625,8
2016-07-26,3047.875,19313,2884.625,18952,101.75,208,37.75,124,11.25,15,9.375,15
2016-07-27,3206.25,1528,3019.625,1293,121.75,190,39.25,31,11.875,13,9.875,12
2016-07-28,3228.5,1043,3032.875,762,124.125,160,34.25,6,11.0,10,9.625,9
2016-07-29,3259.875,1141,3061.875,942,129.375,160,33.0,12,11.0,13,9.625,11
2016-07-30,3118.5,216,2922.5,129,132.375,84,27.375,0,10.375,5,9.25,4
2016-07-31,3199.75,860,3004.0,787,132.125,56,27.875,7,10.125,6,9.125,6
2016-08-01,3291.375,1728,3081.125,1477,127.25,60,27.5,13,9.875,7,8.75,5
2016-08-02,3339.75,889,3123.125,643,123.875,73,24.25,1,9.625,8,8.5,6
2016-08-03,1101.0,1403,904.25,1201,112.75,119,12.125,27,9.125,11,7.75,9
2016-08-04,997.625,701,823.25,645,93.875,39,8.875,5,8.875,11,7.5,10
2016-08-05,933.625,531,773.375,363,85.5,93,10.875,22,8.875,10,7.375,8
2016-08-06,922.875,1055,758.75,825,90.125,197,11.0,13,8.125,7,6.875,7
2016-08-07,913.875,144,749.125,52,89.75,81,11.625,5,8.375,7,7.125,6
2016-08-08,1005.25,1591,817.625,1335,102.75,160,16.75,48,9.0,11,7.375,8
2016-08-09,887.125,783,703.5,564,119.625,195,16.125,8,9.125,8,7.375,5
2016-08-10,846.625,565,669.5,371,129.875,155,18.625,21,9.25,9,7.375,6
2016-08-11,808.5,1098,615.25,767,122.875,63,22.5,58,9.25,11,7.25,8
2016-08-12,830.625,878,585.125,404,171.875,431,26.375,36,8.625,6,6.75,6
2016-08-13,849.75,684,598.625,471,181.625,171,25.375,14,8.5,9,6.75,8
2016-08-14,771.125,426,511.25,126,179.625,181,27.5,30,8.5,7,6.5,5
2016-08-15,922.875,1358,638.375,1069,191.375,175,28.125,10,9.0,11,6.625,7
2016-08-16,957.125,1865,667.5,1568,198.625,218,26.75,37,9.375,14,7.0,11
2016-08-17,1111.5,2018,770.25,1386,224.75,404,28.0,18,9.875,12,7.5,9
2016-08-18,1316.125,2202,964.375,1924,234.0,229,27.5,17,10.125,11,7.875,9
2016-08-19,1301.875,984,950.125,653,253.625,220,21.5,10,9.875,9,7.875,8
2016-08-20,1321.125,1032,1012.375,902,207.25,60,21.875,39,10.25,9,8.0,7
2016-08-21,1369.25,1069,1056.0,820,205.125,154,27.375,58,10.375,10,8.0,8
2016-08-22,1946.625,5045,1581.75,4332,209.125,213,37.375,110,12.25,22,8.875,12
2016-08-23,2417.5,5125,2002.375,4434,221.5,274,61.375,202,14.0,25,9.375,11
2016-08-24,2961.25,6215,2486.5,5441,232.875,309,73.75,136,15.625,27,9.875,15
2016-08-25,3000.625,2333,2508.875,1565,233.75,411,79.375,63,16.5,19,10.25,12
2016-08-26,2961.25,1887,2364.375,768,309.875,838,81.375,33,18.125,24,10.125,8
2016-08-27,2931.875,749,2342.375,477,292.0,77,83.125,24,18.25,10,9.75,5
2016-08-28,2932.375,1036,2335.375,846,298.875,115,81.375,25,18.5,11,9.75,7
2016-08-29,3197.0,3186,2570.5,2701,313.0,267,74.875,6,19.25,16,10.125,11
2016-08-30,3045.125,3830,2482.75,3630,305.125,150,63.0,15,18.0,12,9.875,10
2016-08-31,2556.875,1219,2057.125,1029,292.75,175,38.375,5,16.5,13,9.625,9
2016-09-01,2342.75,4502,1638.375,2091,294.5,323,67.0,365,15.25,17,9.375,13
2016-09-02,2114.375,506,1499.875,457,244.875,14,60.5,11,14.5,13,9.125,10
2016-09-03,2007.875,1035,1521.625,942,146.875,54,57.25,7,12.875,11,9.375,10
2016-09-04,1976.875,501,1514.875,423,138.75,12,55.125,7,12.25,5,9.25,4
2016-09-05,2090.125,1942,1630.5,1771,135.75,91,53.875,15,13.75,23,10.0,13
2016-09-06,2003.375,2492,1553.25,2083,123.25,167,56.25,25,14.875,25,10.125,12
2016-09-07,1753.125,1828,1286.0,1492,125.125,165,58.25,31,15.625,18,10.625,14
2016-09-08,2359.125,6067,1889.125,5854,122.25,152,58.5,7,18.75,38,11.625,17
2016-09-09,1964.125,1342,1769.625,1135,100.5,149,14.875,16,19.5,23,11.375,11
2016-09-10,2267.625,2934,1995.5,2264,166.875,545,21.25,62,20.25,19,11.375,10
2016-09-11,2423.875,2285,2092.375,1717,206.125,368,23.75,27,20.125,10,11.375,10
2016-09-12,2609.375,1985,2189.875,1203,286.375,654,28.625,46,21.5,16,12.375,12
2016-09-13,2698.875,2658,2208.625,1921,347.0,576,35.0,66,21.125,20,12.75,16
2016-09-14,2758.125,2966,2143.25,1560,473.25,1177,36.5,37,20.875,23,13.0,14
2016-09-15,3330.5,6407,2695.375,5909,500.875,386,35.0,19,21.625,24,12.625,11
2016-09-16,3025.0,3623,2313.625,2800,546.25,515,39.0,39,19.875,24,12.125,13
2016-09-17,3058.125,1607,2278.5,854,600.125,580,42.875,47,19.0,16,12.0,10
2016-09-18,3119.0,3421,2340.125,2757,591.0,472,42.125,56,17.5,7,11.5,6
2016-09-19,3702.625,6954,2706.25,4646,610.375,523,45.0,50,18.0,14,11.625,11
2016-09-20,3804.625,2801,2884.375,2628,545.0,131,40.75,12,17.5,12,11.25,9
2016-09-21,4048.75,4611,3128.75,3876,537.875,519,39.0,52,18.875,31,11.0,14
2016-09-22,4731.875,8431,3925.375,7933,445.625,439,38.75,35,19.625,29,11.125,15
2016-09-23,4768.625,6701,3962.875,6209,449.75,419,38.5,17,19.75,25,11.25,12
